, Are there abandoned cars in the neighborhood? How many do you see? ,Are any commercial/residential buildings being renovated?,Are private security guards visible?,Census Tract,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #1,Image #1 coordinates,Image #2,Image #2 coordinates,Image #3,Image #3 coordinates,Image #4,Image #4 coordinates,Image #5,Image #5 coordinates,Is there a police officer visible? ,"Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)",Is there public transportation available in the block face? ,"On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ","On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ","On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?",Other thoughts or comments for Image #1,Other thoughts or comments for Image #2,Other thoughts or comments for Image #3,Other thoughts or comments for Image #4,Other thoughts or comments for Image #5,Timestamp,Unnamed: 0,Unnamed: 0.1,What kinds of establishments are there on the block face? Select all that apply.
91,0.0,No,No,4033.0,241 Tenth St. Oakland Ca 94607,"268 Tenth St. Oakland, CA 94704","923 Alice St. Oakland, Ca  94704",,,https://drive.google.com/open?id=1wu7NNC9mUvfpBW2rEnsCI9uFcPx7AGb_,"[28.5538322, -81.6339617]",https://drive.google.com/open?id=1wt3Z6IFjKQj2aQKEbMqv3jHduq6GTE_H,"(37.7944308, -122.2663244)",https://drive.google.com/open?id=134rpzjbSvNs1eZ-JLWR5-y8gYrTEKhrv,"[37.7992532431027, -122.268554887508]",,,,,Yes,Yes,Yes,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,"This Asian market on 10th street is where all locals could go to find all the imported Asian goods such as spices, foods, etc. ",Instead of graffiti the block was mostly covered with colorful murals that captured symbolic images of the Asian culture. ,There was not a lot of trash in the streets most wrappers and cigarette butts were found near a gutter or under this electric box. ,,,10/24/2018 10:34:46,,91.0,"Bodega deli corner-store convenience store, Eating places/restaurants, Fast food or take-out places, Parks, Playgrounds, Schools or daycare centers, Supermarkets/grocery stores"
92,0.0,No,No,4006.0,"549 57th St, Oakland CA,  94609.","501-599 57th St, Oakland CA, 94609.","689 58th St, Oakland CA, 94609.","631 58th St, Oakland  CA, 94609.",,https://drive.google.com/open?id=1_xDMmGX7lqyJAKQDeGZ5R6Gee95J61tz,"[37.8428089329417, -122.263594756783]",https://drive.google.com/open?id=1-Pp7u399dus4GXAxzQA9YC86e5dgaJMd,"(37.8419909, -122.2648882)",https://drive.google.com/open?id=1n2Jekto7-EG8ZvaKem-OXWdc3GO04l8e,"[37.843181738932, -122.267549148273]",https://drive.google.com/open?id=1SgFeJUXFYPqV4fGPkKQaGgv_r2abDIuO,"[37.843367146913, -122.266087005167]",,,No,Yes,Yes,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,It is a residential area and most housing types are duplex. And there are grasses and other plants between the block face sidewalk and the unit.,There are many cars parking on both sides of the road. And over half of them are Japanese cars like Honda and Toyota. The road condition is not very well as there are many visible cracks on it.,"It is a Home Alert Neighborhood sign near the 57th block.
","Near the 57th, there are some wooden pillars with some personal notices on it. And there is no special places for residents to post personal notices.",,10/24/2018 10:58:26,,92.0,
93,0.0,No,No,4213.0,"930 Colusa Street, Berkeley, CA, 94707","930 Colusa Street, Berkeley, CA, 94707","930 Colusa Street, Berkeley, CA, 94707",,,https://drive.google.com/open?id=1PUmgPqIRp5hkUsdw2ya4nOO-oZoQ-Bk9,"[37.890694640209, -122.279269108562]",https://drive.google.com/open?id=1j8yg4yXELMOA2i1wUw0usxhMl2UlD1Th,"[37.890694640209, -122.279269108562]",https://drive.google.com/open?id=1cQ7ad-lTdLU42S4YQwnz9_SocdVdywus,"[37.890694640209, -122.279269108562]",,,,,No,No,No,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,Luxury cars line the street,Trees line the block with houses set back,Some people stop and chat off the side of the road,,,10/24/2018 11:02:57,,93.0,
94,0.0,No,Yes,4217.0,"1550 Shattuck Ave, Berkeley, CA 94709","1531 Shattuck Avenue, Berkeley CA 94709","1536 Shattuck Ave, Berkeley, CA 94709","1505 Shattuck Avenue, Berkeley, CA 94709","1521 Shattuck Ave, Berkeley, CA 94709",https://drive.google.com/open?id=1yQhrPSWofVIKlf2_fI4d9upX4q8cyYqh,"[37.8788525, -122.269976578391]",https://drive.google.com/open?id=1rR3CrgzUrtt4CZpy8IVIFEdtnRxbvXa0,"[37.880072, -122.269123]",https://drive.google.com/open?id=1aFn1GG0A07pqEUnyao_XO3UcC3tb_f-y,"[37.8787966326576, -122.269002779794]",https://drive.google.com/open?id=1y-2OgqACZ4QBFwOj6Sg85LUwCdTgzUp0,"[37.8799788, -122.2690696]",https://drive.google.com/open?id=1jfDHc2BfibpdCtw2zuSU8xoYtXF_cpiM,"[37.876551, -122.2688407]",No,No,Yes,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,This Safeway Community Market and its parking lot takes up most physical space on the block. ,This is one of the three apartment buildings in this block. It has a small parking lot in the front. ,This Bank of America had a private security guard in the entrance. ,This was the only art gallery in the block. ,This US Post Office is the only government-owned establishment in this block. ,10/24/2018 11:03:10,,94.0,"Banks or credit unions, Bars and alcoholic beverage services, Eating places/restaurants, Post office, Professional offices (doctor dentist lawyer accountant real estate), Supermarkets/grocery stores"
95,0.0,No,No,4206.0,"918 Ordway Street, Albany, CA, 94706.","921 Ordway Street, Albany, CA, 94706.","900 Ordway Street, Albany, CA, 94706.","918 Ordway Street, Albany, CA, 94706.","Ordway Street, Albany, CA, 94706.",https://drive.google.com/open?id=1FPhYomKqIaMEEZ9e3HvWVbei8YFmW90K,"[37.8906139369315, -122.284564464658]",https://drive.google.com/open?id=1K3NEvwQMVzljgxN02qxx8AiOc32jEwMG,"[37.890602106176, -122.284331955318]",https://drive.google.com/open?id=1usPOvVO2BopoFx5rqBcz7XYfvrkyaIr7,"[37.890898, -122.284592]",https://drive.google.com/open?id=10VkzxJ6seGSRudOdIV3LXzNzGslHqPF6,"[37.8906139369315, -122.284564464658]",https://drive.google.com/open?id=1a_qffRhZCkdQA3W6WmSis7nWW86Ebq_q,"[37.8867565, -122.2845162]",No,No,No,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,This is the section of Ordway’s sidewalk under construction and is the only big project on an otherwise well-built street.,Different sections of the sidewalk along Ordway are of varying conditions. They are all generally walkable but newer portions with newer landscaping often contrast with older segments with more meagre efforts dedicated towards landscaping.,The facade of the two offices hosting two small business wrapping around the corner of Ordway and Solano. The size and color of the facade helps the businesses integrate well into the general appearance of the block.,A sign indicating that the sidewalk rehabilitation project was funded by Albany’s Sidewalk Parcel Tax.,"Ordway Street is generally, a generic street within a suburban area. It is highly residential, is well-paved, has trees lining the curbs, and is very clean, with no public eyesores.",10/24/2018 11:05:31,,95.0,Professional offices (doctor dentist lawyer accountant real estate)
96,1.0,No,No,4033.0,"211 10th st. Oakland, Ca 94607","237 10th st. oakland, Ca 94607","225 11th st. Oakland, ca 94607",,,https://drive.google.com/open?id=1DfiSpLP9MDH3eEpqsr2Jy4uHgt6hG_iW,"[37.7992555278443, -122.267265115145]",https://drive.google.com/open?id=16Qh3igXz6TVGXQZbnYoBu7oEwB9xkr2H,"[37.7994707189595, -122.267830313675]",https://drive.google.com/open?id=1JFRsfPZl3avU7yB3TqPL5FtGqgEAtswl,"[37.8004583239763, -122.268145735173]",,,,,No,Yes,No,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,across from an elementary school next to a duplex,"one of three duplexes, this one turned into a business. 
",shattered glass on sidewalk. this is taken on the other side of the school which is located on 10th st.,,,10/24/2018 11:06:57,,96.0,"Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers, Supermarkets/grocery stores"
97,1.0,No,No,4203.0,"1021 Solano Ave # A, Albany, CA 94706","824 Adams St Albany, CA 94706","800 Madison St Albany, CA 94706",,,https://drive.google.com/open?id=17DDH-Ek2LpMjQ2o1a88sKkLNhZPdXUD8,"[37.890122184134, -122.300316611302]",https://drive.google.com/open?id=1qwYU91KDxDkKATYaKQ9XLc7i7r7s8ewZ,"[37.8915392854579, -122.300487929682]",https://drive.google.com/open?id=1rmFzxWF94HMN-vDjfmQ2ERutI_qUhz6u,"[37.891801, -122.301479]",,,,,Yes,Yes,No,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,"There was a very small amount of tagging or graffiti found in the area, this picture shows an example of tagging that was found. ","Although it may seem insignificant and random, I took a picture of this box of cans because it was the only ""trash"" found throughout the block. Other than this box of cans and a couple of wrappers here and there, the block was very much clean.   ",This photo just shows the residential area of the block. ,,,10/24/2018 11:27:42,,97.0,
98,0.0,Yes,No,4217.0,"Oxford Street, 1550 block (exact address not visible), Berkeley, CA 94704","1536 Oxford Street, Berkeley, CA 94704","1508 Walnut Street, Berkeley, CA 94709",,,https://drive.google.com/open?id=1M94r_n7B_1cgDkzNLKaHA0--TU1fP8Dv,"(37.8819398, -122.2701843)",https://drive.google.com/open?id=1WJqNMsWsOoWj6HRBashHCvXpks48vPnw,"[37.8797720681045, -122.267100929001]",https://drive.google.com/open?id=1rqtFU_sckKnLeXdHULqyEFhtZV_Xj1BY,"[37.8799973, -122.2684084]",,,,,No,Yes,Yes,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,The conditions of the roads indicate both past neglect and a fairly recent repaving effort.,"Near the start of the walk, high trees and fencing separate these some homes from passersby. Some large homes (single or multi-residential units unclear) can be seen. ","The roads and pavement were notably cleaner with fewer cracks than at the start of the walk. While a number of well-kept residences line the block face, there are few to no physical barriers between private property and main sidewalks.",,,10/24/2018 11:20:45,,98.0,
99,0.0,No,No,4235.0,"2787 Shattuck Ave, Berkeley, CA 94705","2787 Shattuck AveBerkeley, CA 94705",2109 Stuart Ave Berkeley CA 94705,,"2101 Stuart Ave, Berkeley CA 94705",https://drive.google.com/open?id=1_12eB9jRHRTH2p4804flAeigt3JsHS0M,"[37.8605625735823, -122.266863156386]",https://drive.google.com/open?id=1yuLKlYqx8ruuxORdlTcfZZ6WwPakbgV0,"(37.859365, -122.2680467)",https://drive.google.com/open?id=169x9aeJwSyG2lO8dQ79nuoaaPjSCfN7F,"(37.859365, -122.2680467)",https://drive.google.com/open?id=10XEam1kiyysVtxd7RkKRrOCX6KnmjUEL,"(37.859365, -122.2680467)",https://drive.google.com/open?id=1yN-146w-C8egeJ9puB7vuhXZIgGnFqG9,"[37.858647, -122.266746]",No,Yes,No,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,"Cafe/bakery called Sconehendge on the corner of Shattuck and Stuart, very cute restaurant with nice front ","Baskets hanging on the parking lot gate, potentially meant to be a small library for people to put books, some trash is in the basket","private home next to the bakery parking lot, lots of trees and very nice facade ","Parking lot for the restaurant, appears to be used tires in the building and graffiti on the wall ",Medical supplies store/factory - not very pleasing to look at but the facade is clean,10/24/2018 11:23:47,,99.0,"Eating places/restaurants, Supermarkets/grocery stores"
100,0.0,Yes,No,4007.0,"940 Arlington Ave. Oakland, CA 94608","949 Arlington Ave. Oakland, CA 94608","940 Arlington Ave. Oakland, CA 94608","918 Arlington Ave. Oakland, CA 94608","917 Arlington Ave. Oakland, CA 94608",https://drive.google.com/open?id=1qlJibnA1VwPO9u-jhCV7cf83Umh5gzHd,"[37.8423242, -122.2746747]",https://drive.google.com/open?id=16G_pteGXWinxkQ7LUuJEwk9B2ZE-vlG9,"[37.8423242, -122.2746747]",https://drive.google.com/open?id=1zSkfpIXiOV7dlKU81OSJWpkYU8MvJ9Uv,"[37.8423242, -122.2746747]",https://drive.google.com/open?id=1RSJDcCBtfo9Vva4rDs312A4k-v12zMlw,"[37.842359105429, -122.275340369685]",https://drive.google.com/open?id=13w4yuUOlEWRdOo_J0EcB-s5y_JVCmjwM,"[37.8422016598851, -122.275237532517]",No,Yes,No,2.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,Light industrial operation on the NW corner of the block. ,Residence at 949 Arlington situated next to light manufacturing lot on SW corner of the block.,Industrial building extending east on north side of the block. ,Commercial building with storefronts below and multiple dwellings above on the NE corner of block directly next to residence at 918 Arlington. ,Commercial parking lot situated between single family residences at 917 and 923 Arlington on south side of the block.,10/24/2018 11:24:40,,100.0,"Fast food or take-out places, Manufacturing"
101,1.0,Yes,No,4007.0,Ace Hardware,Martin Luther King Jr. Way Oakland Ca.,5600 Martin Luther King Jr.,55th and Martin Luther King Jr.,#18 bustop at 56th and Martin Luther King Jr.,https://drive.google.com/open?id=1g1dNI9SUPo5Sh2vCY2vGZ7pRrhBOsM_7,"[42.7596388, -71.46780945]",https://drive.google.com/open?id=1f-9FP445rS0CU9gF4T84-8S1u-2fGeeu,"(37.8417578, -122.2723135)",https://drive.google.com/open?id=1jbGWVOL1p7RAo5FrAo-POPhSmmR3pqfy,"(37.8417578, -122.2723135)",https://drive.google.com/open?id=1oUWEs1WOEBVQAHfI0tnn3EawxNJ-vgKz,"(37.8417578, -122.2723135)",https://drive.google.com/open?id=16QssFSte2PIm3NLtw2035WsxHHMxgOnM,"(37.8417578, -122.2723135)",No,Yes,Yes,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,This is one of the last local landmarks in Oakland ca.,There was very little trash on the block and I wanted to show it near the gate.,This is an example of small businesses and apartments in the same shared space.,The lady working as a dog walker shows the gentrification in Oakland Ca.,This was the biggest tag in the area besides the fence covering a residential home.,10/24/2018 11:24:31,,101.0,"Auto repair/auto body shop, Bars and alcoholic beverage services, Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate)"
102,0.0,No,No,4202.0,"1115 Solano Ave, Albany, CA 94706","1116 Solano Ave, Albany, CA 94706","Kains Ave, Albany, CA 94706",,,https://drive.google.com/open?id=1XlyLX7NNABUdK5SEypqc3vpAV5m3Jem0,"[37.890459, -122.2982037]",https://drive.google.com/open?id=18sUnvmYP2vkWaCwe1QOGGmEbgWkR9wnb,"[37.8902280478287, -122.298261445015]",https://drive.google.com/open?id=1OYZSD9hWjOPqXYlhYIrNmUZMkdtrE_kS,"[37.8840233, -122.2959524]",,,,,No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,"I thought this movie theater was an interesting addition to the neighborhood. It is not a regular movie theater—all of the showings were of movies I have never heard of before. They were indie films that came out of the Sundance Film Festival. I thought the style of this cinema added to the expensive/wealthy aura of the neighborhood, because indie movies are an acquired taste for people who have seen them before.  
","I found this little shop really interesting because a cashew creamery is not a very common finding. I have personally never seen one before, and eating non-dairy/vegan, artisanal, made-in-shop foods is an expensive habit. Again, this adds to the wealthy aura of the neighborhood. 
","Many of the houses had signs such as these standing in front of the house, which indicate their political preferences/leanings. The members of this community are not afraid to voice their political opinion, either because they feel safe in the environment because their neighbors have the same opinions or they are strong-willed and determine people. However, it seems to be the first case because most of the signs are for more liberal causes. 
",,,10/24/2018 11:32:03,,102.0,Eating places/restaurants
103,0.0,No,No,4212.0," Southhampton Avenue, Berkeley, CA,94707"," Southhampton Avenue, Berkeley, CA,94707"," Southhampton Avenue, Berkeley, CA,94707","42,  Southhampton Avenue, Berkeley, CA,94707",,https://drive.google.com/open?id=1qvYxYQBeoTlNHGepfwjlIvA1YQyjv_SE,"(37.8975481, -122.2752271)",https://drive.google.com/open?id=10N49A9lJZFMyu83baHdgd9zSua6HZPUu,"(37.8975481, -122.2752271)",https://drive.google.com/open?id=1e4YtYzZnfXQNTDG7ygLM-C4-K_J_c3X3,"(37.8975481, -122.2752271)",https://drive.google.com/open?id=1zLknRacNuefNCh2Nv3V26db1VGOQ7Uw0,"(37.8975481, -122.2752271)",,,No,No,No,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,Gated residential home with car parked in driveway. Has political sign posted in front. ,"Street winding through neighborhood. The car at the end was the only one parked in the street. Also, on the left a very well-made gated house is pictured. Note the clean street.","End of street, cross street is pictured. Observed the trees dotted at edges of sidewalk. Individual at end, most likely resident.",Gated house. This is the address listed on the coding sheet. ,,10/24/2018 11:38:30,,103.0,
104,0.0,No,No,4006.0,"560 59th Street, Oakland, CA 94609","5825 Racine Street, Oakland, CA 94609","4829 Racine Street, Oakland, CA 94609","58th Street, Oakland, CA 94609",,https://drive.google.com/open?id=1y5fwFvrPtrFaXCFPe3NHh3joKFljDaGH,"[37.8448167114472, -122.263740211076]",https://drive.google.com/open?id=17PrdmRm3-ctRekCdEz9Gvo23cGNyc7XR,"[37.8443508939718, -122.261618743709]",https://drive.google.com/open?id=1CBTo3RhYbKsknZIGcQ5TKuFc2gR4duhx,"[37.8471184, -122.2622272]",https://drive.google.com/open?id=1R2h72Y7F-c2qAVxu8oaTBGlr4WvfGwKQ,"[37.8434215, -122.2661891]",,,No,No,Yes,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,Public park in residential area; elementary school aged children present with adults learning a sport,Mural on the back of a small grocer,Tree lined block,Single family homes,,10/24/2018 11:39:04,,104.0,"Community center, Playgrounds, Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers, Supermarkets/grocery stores"
105,1.0,No,No,4205.0,"943 Kains Ave, Albany, CA 94706","1116 Solano Ave. Berkeley, CA 94706","921 Kains Ave, Albany CA 94706",,,https://drive.google.com/open?id=1dq18w8h9qRduQXicj1aZl2zN359mX0Bv,"[37.8888077634613, -122.297437274606]",https://drive.google.com/open?id=1PpsCCsu1YLxsiRyDnIEdIznLCvNgXBtv,"[37.8906311, -122.2744109]",https://drive.google.com/open?id=10IFZSCbpdN7SOkJtowWRGmVCswZqsZYG,"[37.8895108746585, -122.297661735758]",,,,,No,No,No,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,Here we see two political signs in the ground. There were several other homes on the block that had similar signs in their windows or in their yards. This likely communicates a politically-active community. ,"This ice cream shop, which sits on the corner of Kains Ave. and Solano Ave. opened in the past few years. It used to be a small burger restaurant that looked as if it was falling into disrepair. Outside seating, lighting, and planted trees are also new features.","The YMCA, which includes a gym and basketball courts inside, was renovated recently. It now has a new facade, benches along side the sidewalk, and newly planted trees. It only serves adults (the Youth YMCA is located on Solano a few blocks East) and does not have a parking lot.",,,10/24/2018 11:47:43,,105.0,"Community center, Eating places/restaurants"
106,2.0,Yes,No,4005.0,"659 Fairview Street, Berkeley, CA","658 Fairview Street, Berkeley, CA",,,,https://drive.google.com/open?id=1Qga-hTv6xAlZSKKy3dafyHUBsXLvHQxd,"[37.8509622963843, -122.265210129025]",https://drive.google.com/open?id=1oIBRUd26PUv7y7QujRGvg59TKfwWYQ8U,"[37.8511506420742, -122.265026061228]",,,,,,,No,No,No,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,Cute little fence,windows visible,,,,10/24/2018 11:49:08,,106.0,
107,1.0,No,No,4203.0,"630 Madison Street, Albany, CA, 97706",,,,,https://drive.google.com/open?id=12Mpzyoa8V1IgfIsA_n878f1CHuy7LrlW,"(37.8906102, -122.3182668)",https://drive.google.com/open?id=1e7EaXpD3Rcj3q5GNVJvsiv3fWynGCdBo,"(37.8906102, -122.3182668)",https://drive.google.com/open?id=1TpqIt0D7uAhjiEI8LYcV4ABCpWiNRvPD,"(37.8906102, -122.3182668)",https://drive.google.com/open?id=1kj3IylfiYvhoGelMZLTKvqgqwg0BYkV4,"(37.8906102, -122.3182668)",,,No,No,No,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Halloween decorations in yard of home towards middle of the block,Landscaped yard area,Street view from Castro St. and Madison St. ,Shopping cart on corner of Castro and Madison,,10/24/2018 11:51:33,,107.0,
108,0.0,No,No,4027.0,,,,,,https://drive.google.com/open?id=1T2sFPqthQjwlskWaqkI3STM3VA1KfI1b,"(37.8103872, -122.2769914)",https://drive.google.com/open?id=1t77zp6Ps2nujzAp3vN4O8yrRGyX3PSDC,"(37.8103872, -122.2769914)",https://drive.google.com/open?id=1-6UP5Y6igw9VF9XiwlUIAGPyo-dPmN98,"(37.8103872, -122.2769914)",,,,,No,No,No,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,"Residence on North face of the block, Chevron is immediately to the left","Stoop on the same residence, moderate litter","South Face, fire station on left, residence to the right",,,10/24/2018 12:02:53,,108.0,"Fire station, Gas station"
109,0.0,Yes,No,4031.0,"445 7th St Oakland, CA 94607","445 7th St Oakland, CA 94607 (Image 1 and 2 were taken close together)","801 Broadway Oakland, CA 94607",,,https://drive.google.com/open?id=169dySz-Ki-y8VBg7NH8SLWTrYMojFiHu,"[37.8055865, -122.295912]",https://drive.google.com/open?id=10YF-e99qcggUxaHZ6dYFqMBU4qCo-B-7,"(37.8022742, -122.2755009)",https://drive.google.com/open?id=1IQDX61uVNiTsL1mSnS-sw_mFI3X3kWH9,"[37.800381, -122.273888]",,,,,No,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,The only graffiti spotted around the block was behind an almost empty parking lot and there was also a pile of trash. This was the only area that seemed dirty or unkept compared to the rest of the block. ,"This appears to be a new building, an obvious sign of gentrification in Oakland. ","This picture displays the decorations for Dia De Los Muertos, there are some Spanish words in the decoration, if you look closely. ",,,10/24/2018 12:05:05,,109.0,"Bars and alcoholic beverage services, Eating places/restaurants"
110,0.0,No,No,4202.0,,,,,,https://drive.google.com/open?id=1PPHqCI0glQZvDifeNUHRxUoFhp7kNSvz,"(37.8944611, -122.2974624)",https://drive.google.com/open?id=1zzOonE7VotCYaTKaKbqu8W9MUkhRyo4f,"(37.8944611, -122.2974624)",https://drive.google.com/open?id=1EAPMCMl9Alr_XEXPs4GOnPlo9Sv4bi33,"(37.8944611, -122.2974624)",https://drive.google.com/open?id=117VW9JdlGMA3dUeqaYDSsKXxHllJVJY5,"(37.8944611, -122.2974624)",,,No,No,Yes,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,10/24/2018 12:05:41,,110.0,Post office
111,0.0,Yes,No,4028.0,unknown,unknown ,"1735 Telegraph Ave. Oakland, CA 94612","1807 Telegraph Ave. Oakland, CA94612","1720 Telegraph Ave Oakland, CA 94612",https://drive.google.com/open?id=1RtOKabSQ-TG3XK9-Swxd1wPvqb_pud_j,"[25.0387049, -77.2941536448326]",https://drive.google.com/open?id=1wwKiAgaJcJ3YYDDnmPXZwaHSJrbMBLBB,"[25.0387049, -77.2941536448326]",https://drive.google.com/open?id=1y4a2Oui8lV_XQYZxP7ktwhEpm6yfYY91,"[37.8071483572569, -122.270352740098]",https://drive.google.com/open?id=1wUrJVHoMWke8a6LnjGNEO91itV-Cjpag,"(37.8087183, -122.2715003)",https://drive.google.com/open?id=1S5h-jdgSqLF41ROEchgsudfT8L-VJmxA,"[37.8070490762133, -122.270165182373]",No,No,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,These are all commercial stores ,There is a trash can on the side walk and its not over flowing or trash around it ,This seems like a government building that would provide aid. A part of the inner city lifestyle of Oakland prior to its gentrification process. There is also a photo gallery that is being made right under that building. ,This is theater has been renovated but its original features have been kept the same. ,There is easy public transit access on this block and also a strategically placed cafe as you come out of the bart station. ,10/24/2018 12:11:54,,111.0,"Bars and alcoholic beverage services, Bodega deli corner-store convenience store, Eating places/restaurants"
112,2.0,No,No,4206.0,"1116 Ordway Street, Berkeley, CA, 94720","1201 Ordway Street, Berkeley, CA, 94720","1106 Ordway Street, Berkeley, CA, 94720","1115 Ordway Street, Berkeley, CA, 94720",,https://drive.google.com/open?id=1nXZ5szndwmOY0nko4DR3Hm4ogAT1V0dh,"[37.8828107546253, -122.286018322789]",https://drive.google.com/open?id=1oM-kBJghuIHjVIPp2xF4w6yA22zjGzDf,"[37.8823, -122.285993]",https://drive.google.com/open?id=1olCZTAUUYthsOOG6L-_PvmmfbFbkfkG6,"[37.8831908236322, -122.285883226416]",https://drive.google.com/open?id=1zs6XObJ8AJERi08rGphsip6MWyUtdH_a,"[37.8832855909071, -122.285625424398]",,,No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,"A biker can be seen in this photo, where in some communities it may be dangerous to go out. There is also a ""slow down for children"" sign in the street, and it can be observed that there are many energy efficient cars on this street. ","This house large house has a political sign in the front, as well as some Halloween decorations. Other surrounding streets do not have halloween decorations. ","This is the only abandoned house on the street. It is not being renovated, but it is large and even has a tesla in front of it. ",This depicts a sign on a tree calling for a neighborhood meeting. It is likely attached to the neighborhood watch. ,,10/24/2018 12:28:10,,112.0,
113,0.0,No,No,4006.0,"579 Aileen St, Oakland, California, 94609.","573 Aileen St, Oakland, California, 94609. ","5636 Shattuck Ave, Oakland, CA, 94609.",,,https://drive.google.com/open?id=1ZM3g0majDQp9wbBHW6KsoUCrU3P27KNb,"[37.8419366779585, -122.264004569805]",https://drive.google.com/open?id=1wQTA84JsnaKCD2jNwgpDpm9dAT2c6YHb,"[37.8419188227282, -122.263839493148]",https://drive.google.com/open?id=1jttCb5WzXh7iSK5ghGTIlIsczda3xw7-,"[37.841844, -122.264586857143]",,,,,Yes,Yes,Yes,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,"In most of the houses on my block, there were signs that conveyed a political message or that of social activism. It was really interesting because I have never seen so many signs concentrated in one area. There were 7 signs that I recorded, exactly like the one in the picture. Others found included, March for Our Lives, Resist Fear, Love is Love, and Defend Life.","As mentioned in my fieldwork notes, there were certain areas of my block that had very modern and new houses such as the one in the picture. It was interesting to see how it contrasted with the other houses that were smaller and less renovated. This observation/scene also made me realize that the houses in general are very compact and close to each other.","I think this particular sign is important because of the bottom line where it says “We look out for each other!” I have seen neighborhood watch signs like such in other neighborhoods, including my own, but they never have that quote on them. This one does, and it was the first thing I noticed. This is significant for the neighborhood itself, as it represents how the community is and how they interact/rely on one another.",,,10/24/2018 12:30:08,,113.0,Liquor stores or Marijuana Dispensaries
