Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5
10/31/2019 23:05:32,4010,3,3,1,4,1,3,3,Yes,1,No,Liquor stores or Marijuana Dispensaries,1,Yes,No,No,https://drive.google.com/open?id=1AJg_UztpeiXr3Y7E2X5ggRb5fdCy8Wg-,"4325 Market St, Emeryville, CA, 94608",I saw a lot of empty liquor bottles like this one throughout the block face. Some were on the sidewalk like this one and some were even laying on the gated front parts of housing units.,https://drive.google.com/open?id=1adZt8IF-earAU5DiZirgdqHyxCklOao0,"4300 Market St, Emeryville, CA, 94608","I think this neighborhood watch sign indicates that there may be some crime in the neighborhood. Also, the electrical lines are messy and there are very little street lights on the block face. The photo above also has no visible street lights. ",https://drive.google.com/open?id=1FEtze70zIvdzSybUoJDA1_U7KFtB9Wl4,"4320 Market St, Emeryville, CA, 94608",These are the houses I mentioned in my field notes that seemed to stand out to me because of how well kept they are compared to the other housing units. This also accurately represents how different the housing units look in color and architecture.,https://drive.google.com/open?id=1pQ13APy7NQ7cC1e4JDh4V5su3URJs8ul,This is the liquor store mentioned in my field notes. I think the tagging on the left pole and sidewalk with the liquor store really represent the block face’s characteristics.,"4301 Market St, Emeryville, CA, 94608",,,
11/1/2019 0:32:36,4010,1,3,1,2,0,1,2,No,2,Yes,N/A,3,No,No,No,https://drive.google.com/open?id=1TgCk_kKXDCrOykZipVm5vb0n-MIPyXqf,"719 44th Street, Oakland, CA, 94609","The block, facing Martin Luther King Way 
",https://drive.google.com/open?id=1CBbSM8F2cIbzxKvEDYyQrFm4XOnwppKR,"719 44th Street, Oakland, CA, 94609","The block, facing West Street",https://drive.google.com/open?id=1TxmURo5Bx4Cgu2kCEsXHEqUJ808AyEtg,"714 44th Street, Oakland, CA, 94609",older style craftsman home with decorations ,https://drive.google.com/open?id=162D7DsiiX9r_a_JJ5zXad7hfdDzqOFcu,"New construction, initially unsure why upper frame remains. After reviewing google maps older images it seems that it is not the upper frame but was originally the first story of the house but was raised up. Who ever is remodeling wanted to preserve that part of the house. ","723 44th Street, Oakland, CA, 94609",,,
11/1/2019 3:15:34,4033,2,2,1,3,0,3,3,Yes,4,Yes,Auto repair/auto body shop,2,Yes,No,No,https://drive.google.com/open?id=1ctyfLYg1zBUO4D10aL4luJ4bdD88i5Eq,"6th Street, Oakland, CA, 94607","Image 1: The image provided below represents the conditions around 6th street, such as the surroundings including the freeway. Along with the example of the conditions of the sidewalks and road. ",https://drive.google.com/open?id=1_dGRQf2ibCAr6vvjvxOhvZ7ifFJWubAY,"50 6th Street, Oakland, CA, 94607","Image 2: Walking along 6th street there was a localized Civiv Center Lodge a public space that can be used by resident; however, the other key points there is a notable indicator of low maintenance in the area. Specifically due to  trash, particularly in the freeway divider region. ",https://drive.google.com/open?id=1hTtO4CEgOg9tqQwb9TZQ88rPsWrxbrLy,"50 6th Street, Oakland, CA, 94607","Image 3: The motel is presented in this image for the reason there is a small business being carried out; in addition, Laney College can be seen in the background a public area. ",https://drive.google.com/open?id=156U_u7cJmliO6d-0AxjvnLys9urK7PfH,Image 4: This image is between 7th Street and Fallon Street gives a better grasp of the street conditions as well the houses around the area.,"50 6th Street, Oakland, CA, 94607",,,
11/1/2019 9:52:57,4214,1,1,1,1,0,4,1,No,2,Yes,N/A,3,Yes,No,No,https://drive.google.com/open?id=1fglDydTXa3KqCaAAmAYzj2itrk-URbZM,"1005 Oxford Street, Berkeley, CA, 94709","Very large multi-story home, offset from the street level.",https://drive.google.com/open?id=1NjfDmAsXCr-LKfNSOu4clqYOKRYIbybQ,"1005 Oxford Street, Berkeley, CA, 94709",Bay view visible throughout most of the neighborhood,https://drive.google.com/open?id=16Y9ybl1aAuEHHKF_XdDC7WeICBOGaOlX,"918 San Benito Rd, Berkeley, CA, 94707",Many trees linking the homes together.,,,,,,
11/1/2019 11:45:14,4033,1,5,1,3,0,2,3,No,4,No,"Parks, Playgrounds",1,Yes,No,No,https://drive.google.com/open?id=1H58x19wTyazNqqZChkm6f9_3maSpjP_s,"213 8th St, Oakland, CA, 94607","This residential complex on Jackson St. is a designated affordable housing unit for seniors. The building is called Doh On Yuen, and it is located in Oakland Chinatown. I think this residential is dominant amongst neighborhood because many of the people walking around the block were older people. Moreover, right outside the balconies you could see many cigarette butts, and across the street, Madison Park was occupied by tents.",https://drive.google.com/open?id=1DmfglGE1Djx3JvhNKvqRZ9Hq9t7Cwcit,"722 Jackson St, Oakland, CA, 94607",This picture was taken outside the senior home balconies. There were many cigarette butts lingering along the sidewalk.,https://drive.google.com/open?id=1jwGjdP61q87QkvPejpsCVS6WD2ZaZQyh,"175 8th St, Oakland, CA, 94607
",This was taken on the corner of Jackson St. and 8th St. facing Madison Park. ,https://drive.google.com/open?id=1Yxtimy8-Tsthi6Ma6bRFOeRIJrU7sW3z,"This would be outside of my block, but it just shows the condition of the nearby park. As stated in my fieldwork summary, the park was not in the best condition for recreational use as many tents were set up during the day.","Madison Park, Oakland, CA 94607",,,
11/1/2019 12:20:51,4006,1,1,1,2,0,1,2,No,2,No,"Community center, Liquor stores or Marijuana Dispensaries",2,Yes,No,No,https://drive.google.com/open?id=1cQZfRoNEeYOlV_Vz1hKzFwDam7qwYiS2,"576 57th Street, Oakland, CA, 94609",The houses are on the smaller end but they have lots of privacy due to their shrubbery.   ,https://drive.google.com/open?id=11S-48W80MLahXGGBOqrDBbKDaRFszDOM,"5699 Shattuck Ave, Oakland, CA, 94609",The church's building matches the block but the fence is somewhat out of place.,https://drive.google.com/open?id=1q7rUinmYFOlmOmeoFqcePIUOwbJDbg-_,"572 57th street, Oakland, CA, 94609",The cars are all facing different directions. ,,,,,,
11/1/2019 12:29:07,4007,2,2,1,2,0,3,2,No,3,Yes,N/A,2,No,No,No,https://drive.google.com/open?id=1ln8NR4Rr7m5t9YHDXAv0RxLBlolPgOub,,Construction notices,https://drive.google.com/open?id=1dgEliyK3RbbnbiH7gSG1FmMlX-iKKF0t,,Cross streets,https://drive.google.com/open?id=12t37ig9rUNwBskHq93HmFDdIdRd7p3Lb,"865 Aileen st, Oakland, CA, 94608",Typical house on street,https://drive.google.com/open?id=1IbLhvLMXPeQYD0dkjTeVKbBsXp80uRa9,Fenced house,"865 Aileen st, Oakland, CA, 94608",https://drive.google.com/open?id=1P3uj7oXAfV7jYXm9DHgarD8ghHP9bAaK,"865 Aileen st, Oakland, CA, 94608",out of commission vehicle in someones side yard
11/1/2019 13:33:17,4206,1,1,1,1,0,1,1,Yes,1,No,N/A,2,No,No,No,https://drive.google.com/open?id=1DHwt3NZ75ufJj4a2SembgDVg55GFErIx,"914 Neilson St, Albany, CA, 94707",The beginning of the block starting from the Marin Ave and Neilson St. Intersection,https://drive.google.com/open?id=1v5IAJZN4chVC5_UapYVOQyWHvG-J5B1x,"1501 Marin Ave, Albany, CA, 94706",The Marin Ave and Neilson St. Intersection,https://drive.google.com/open?id=1iYtxmbYVfSV2KuEOx0FbG42_FDYHcA6H,"914 Neilson St, Albany, CA, 94707",Construction being done to a house on the block,https://drive.google.com/open?id=1lYpLfnCxSzzWDks-o6J0R1NiMVrBrZGv,The Neilson St. and Sonoma Ave. Intersection Stop Sign with Graffiti Tags,"1025 Neilson St, Albany, CA, 94706",,,
11/1/2019 13:36:41,4205,1,1,1,2,0,3,3,No,1,No,Schools or daycare centers,3,No,No,No,https://drive.google.com/open?id=1mw5puBFSlWWTROWEwL1YoLqosvtGF3i8,"954 Cornell Avenue, Albany, CA, 94706",The block is mainly residential area so there were a few abandoned home furniture on the street ,https://drive.google.com/open?id=1rw9wjEGpfSdJhLhiXqJyMJ0gqn5khlOJ,"963 Cornell Avenue, Albany, CA, 94706",Most of the ground of the block cracked and it shows how old the area is. ,https://drive.google.com/open?id=11eV1p8JTJeDpyBDrGnufJHlvMGNapeG0,"967 Cornell Avenue, Albany, CA, 94706",The cars were parked on both sides of the block because most of  the buildings do not have their own drive-way since they are not set back. ,https://drive.google.com/open?id=1-qp7jdHImcs9Ypn9QDYSofYRDDg2thRB,The area was not really well managed. ,"962 Cornell Avenue, Albany, CA, 94706",https://drive.google.com/open?id=1m5Q8u6VNcIA-I7GizPActAN1TYNx9ScN,"913 Cornell Avenue, Albany, CA, 94706",Most of the pedestrians were pairs of an adult and a kid since elementary school is located on the block.    
11/1/2019 14:03:30,4031,1,2,1,2,0,1,1,No,1,No,"Bars and alcoholic beverage services, Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate), Supermarkets/grocery stores",2,No,No,Yes,https://drive.google.com/open?id=1dxsJxERG3k8VnHskD9CZ_2rvcW8PnZ7Q,"471 9th St, Oakland, CA, 94607",,https://drive.google.com/open?id=1KWo6wlYnqa9utj1K55pqTBCTKaHU1-U-,"491 9th St, Oakland, CA, 94607",,https://drive.google.com/open?id=1wQazq5GWwecb53sYL5zHl3jVPmaa76vW,"460 8th St, Oakland, CA, 94607",,,,,,,
11/1/2019 14:35:28,4212,1,1,1,1,0,3,1,No,1,No,N/A,2,No,No,No,https://drive.google.com/open?id=1MAc9SDFrt8lTmeTq1ohm7-hST4GO6rB7,"833 The Alameda, Berkeley, CA, 94707",Has a prominent street lamp in front which adds another level of safety.   ,https://drive.google.com/open?id=1fge4D_ltW-RWhoW8nbSEX9X1jZ1m99v1,"899 The Alameda, Berkeley, CA,  94707",This house is one of the nearest to a slew of restaurants aimed at higher class residents such as “Jerusalem Organic Kitchen”,https://drive.google.com/open?id=15S-HkrGO2h8ISIajUFbAxiqRB1sxdlt3,"865 The Alameda, Berkeley, CA, 94707",By now we have already deducted that this neighborhood is of a high class and is inhabited by wealthy residents. ,https://drive.google.com/open?id=1jmj57uwJnGbINlAs10VvPEXft5-lfcsr,"Both the houses in view have almost all of their lights on inside and even have some accent lights on the outside of their houses which is also a sign of relative disregard for the electric utility bill. I did consider that they might have solar, but after taking a closer look I did not find any panels. ","849 The Alameda, Berkeley, CA, 94707",https://drive.google.com/open?id=1QqLn_I5b5861ROofgN2ywLTfCdBzcJoJ,"863 The Alameda, Berkeley, CA, 94707",In front of this house we can see the BMW that is most likely a 2009 top model. It has been up-kept very well and has aftermarket wheels that aren’t cheap. 
11/1/2019 14:36:30,4027,2,2,1,3,1,4,2,No,2,No,"Parks, Playgrounds, Schools or daycare centers",2,No,No,No,https://drive.google.com/open?id=1Bh-tNxtkgEJ6yr2Sk3kUwLJLUevAmfIj,"974 16th St, Oakland, CA, 94607",Grafitti present on the playground structure. Clear anti-police sentiment.,https://drive.google.com/open?id=10zqWXlbJMZFPVx30D91ZlGYUuqSMRmdp,"815 16TH St, Oakland, CA, 94607",One of the alcoholic bottles near the playground. Both were fairly small but it is hard alcohol.,https://drive.google.com/open?id=1R0qMLfEyQqiTo0fHh_A6ppauNmvjd08Q,"815 16TH St, Oakland, CA, 94607","A car with broken a broken window and a large dent on the side. Not sure if it’s abandoned but since it was parked in front of a residence, maybe not?",https://drive.google.com/open?id=1yfoPchRj_0rrQcfd1TN7SEEPVvYni42f,"A sign in front of one of the homes saying, “In this house, we believe: black lives matter, women’s rights are human rights, no human is illegal, science is real, love is love, kindness is everything”. It has a nice sentiment and was pleasant to see.","815 16TH St, Oakland, CA, 94607",https://drive.google.com/open?id=1mQB4GurPYUD7KEdkrQRd4Gues_ortxPT,"815 16TH St, Oakland, CA, 94607","This was either the neighbor of the sign before or the same house of the sign before, not entirely sure. There is some surveillance present."
11/1/2019 15:46:31,4027,1,2,1,2,0,2,2,No,3,No,Professional offices (doctor dentist lawyer accountant real estate),1,Yes,No,No,https://drive.google.com/open?id=1TkjaKo_h3_J6qOonqhGq3jaeAPQHcDoL,"650 14th St, Oakland, CA, 94612",The street is moderately clean and there is a lot of space for cars to park on the curb. There isn't much people on the sidewalk but the people who do pass were majority adults with their children. ,https://drive.google.com/open?id=1tIThT4YqgPdvDPw0wyO4srylur9TPP4s,"1415 Martin Luther King Jr Way, Oakland, CA, 94612","This is the only apartment complex on this block. Compared to the surrounding apartment complexes on other streets, this one is probably the oldest one, but it is still moderately well kept. ",https://drive.google.com/open?id=1gZ0Bs__rd9e6njJa27fLXqqJ8iwmYeFg,"1432 Martin Luther King Jr Way, Oakland, CA, 94612","This is the only professional office on the street. it is also the only non residential building that has a gate. The area around the building was also very clean. compared to the other buildings on the street, this building is very well kept and the paint hasn't faded.",https://drive.google.com/open?id=1i4yuDlWz3y-dtyUUCHcmkJr0-7fTMVxE,"This is another option for parking, but what was confusing is that the parking space was blocked off by gates and it has a ""warning keep out"" sign. There is also a few pieces of broken glass by the parking space. ","1414 Martin Luther King Jr Way, Oakland, CA, 94612",https://drive.google.com/open?id=1wDcEYsvFlos-KMuW6wgKRVDyVVSNY0ek,"1429 Martin Luther King Jr Way, Oakland, CA, 94612","This shows Martin Luther King Jr Way from the view outside the only recreational building on the street, East Bay Fencers Gym. The gym had a few signs of graffiti on the side but it was nothing bad, it was only the address of the building. This image also shows 2 people, an older woman with a child. "
11/1/2019 14:55:00,4007,3,4,1,3,0,4,2,Yes,2,No,"Parks, Professional offices (doctor dentist lawyer accountant real estate)",1,No,No,No,https://drive.google.com/open?id=1AlMR3I_BqSLYMgDLVVJXn6li2UhRO7Xp,"848 61st Street, Emeryville, CA, 94608","This is the most modern looking house in the block, it did not seem to fit the style of the neighborhood",https://drive.google.com/open?id=1eyod35icIQwYakPBI719ng_zmjJq7CzC,"829 61st Street, Emeryville, CA, 94608",Image #2 is a multi-family building that looks run-down which was the vibe of the neighborhood,https://drive.google.com/open?id=1uiCtMgX-IH8Q-FctVJ6psgh_IUSyu-I7,"817 61st Street, Emeryville, CA, 94608",Image #3 is another multi family building that looks more put together and more updated,https://drive.google.com/open?id=1rDRpGL_bOEW2-Qaz5VudWs74O9WHnNDJ,"This is at the beginning of the block, they were the only ones with high fences and there was a man doing yoga on his lot, that was big enough to have two cars parked and more space.","809 61st Street, Emeryville, CA, 94608",,,
11/1/2019 15:15:44,4010,2,2,1,1,0,2,3,No,2,No,N/A,3,No,No,No,https://drive.google.com/open?id=1zEbtn0Dh8Ife_lTxogcDtUvp6U9flF_R,, Duplex in the background and man giving tickets for street sweeping.,https://drive.google.com/open?id=1eF7cia4P2MUDVAVp8ewBhxry3hWHebUw,,"Picture 3- Long street of parking tickets being given to cars. Also variety of different cars
",https://drive.google.com/open?id=1MnqqqsO9VfbYED26amMGDrkoWCkG7bdO,,"Picture 2- Sidewalk view with complex in the background. Opening to the right is run in with Latino men. White women in the distance. Overall cleanliness on street.
",,,,,,
11/1/2019 15:35:45,4014,1,4,1,4,0,5,3,Yes,3,No,"Bodega deli corner-store convenience store, Liquor stores or Marijuana Dispensaries",2,Yes,No,No,https://drive.google.com/open?id=1oy35-xoXBf3zwdVg-gpQl_42w5n_EnFV,"3299 Martin Luther King Jr Way, Oakland, CA, 94609","Abandoned house with a “For Sale” sign by company Intero. There is no sign of renovation planned or having taken place. The house has frontage and a tree, but the grass is dead and there are weeds taking over. Wood covers the windows.",https://drive.google.com/open?id=1gCVAeii9WTcl8st3ch2Vg4kC7Ztm6II5,"3277 Martin Luther King Jr Way, Oakland, CA, 94609","Pink Multifamily house with a “Coming Soon for Rent” sign. The top looks newly painted over, the bottom part is covered in graffiti. In the bottom floor, the doors are covered in wood.",https://drive.google.com/open?id=1ba_XPlKaFMrmh1C-viyyGvn8F2hxIsOL,"3261 Martin Luther King Jr Way, Oakland, CA, 94609","Yoga studio (Black and green building) and nicer house with frontage. Black metal fencing is seen on many of the residential buildings. There are trees sporadically lining the sidewalk. The yoga studio’s bottom walls, possibly glass, are covered in wood.",,,,,,
11/1/2019 15:55:17,4204,1,1,1,1,0,4,1,No,3,No,N/A,3,No,No,No,https://drive.google.com/open?id=1zFPpg9gc1ZhRFz5WLmYlrIFi_Svd_2mZ,"500 Ohlone Ave, Berkeley, CA, 94704","I thought the photo of the street lined with parking spaces that all say ""Restricted"" was highly emblematic of the feel of the entire neighborhood: exclusive, isolated, and orderly.",https://drive.google.com/open?id=1NBIV-l7WGSQsT3y42uru0HkVNsOvwWxa,"500 Ohlone Ave, Berkeley, CA, 94704","I chose this photo of the neatly organized trash area because I thought it conveys the stark contrast between lower-income communities, where trash can be seen out on the curb, and this community where there is no trash on the roads whatsoever and each block has this neat, hidden trash area with color-coded signs for Compost, Recycling, and Trash. ",https://drive.google.com/open?id=1IwqFtAeqmmbfSEFEw65xQQSTii-TcwcP,"501 Ohlone Ave, Berkeley, CA, 94704","This photo shows how even just a snapshot on one area of the block reveals roughly 20 trees. The entire neighborhood, as well, had copious amounts of trees lining both the homes and the public sidewalks/areas.",https://drive.google.com/open?id=15-gq0nlNyaP6rflV7UBvyyvFgxzKXo4u,"This infographic/map of the neighborhood that greets you when you enter the neighborhood really adds to the overall feeling of it being somewhat synthetic. It felt a bit like a neighborhood in Disney Land with its colorful maps and street/house number signs that look nothing like the ones found in the rest of the city of Albany or Berkeley. They have artistic flare, are visually appealing, and contribute to the sense of this community being an ""island"" and a world in itself. ","501 Ohlone Ave, Berkeley, CA, 94704",https://drive.google.com/open?id=1PWKYDox-4EB6RUVIYvbifiWPSXOvlsxb,"501 Ohlone Ave, Berkeley, CA, 94704","Right next to the map of the neighborhood shown in Image #4 is this large No Trespassing sign. The fact that this sign is at the entrance to the neighborhood and not on a specific piece of property implies that the sign is warning against any one from outside the community walking inside the community. It was not in front of a home or business, but simply at the entrance to the main road in University Village. "
11/1/2019 18:00:03,4010,1,1,1,3,0,1,3,Yes,3,Yes,"Bodega deli corner-store convenience store, Professional offices (doctor dentist lawyer accountant real estate)",1,Yes,No,No,https://drive.google.com/open?id=1QJbhYTrjMEGdMsJP8n5HL2jQVyWn_fGj,"4505 Market St, Oakland, CA, 94608","There is graffiti on the wall of the supermarket I visited, but they seemed to have turned it into a mural. The back of the supermarket seems to be filled with trash, but it is not visible from the area I was standing on to see the block face. There is not as much trash visible on the street itself, something I found surprising considering how the store itself looked when I was driving up to it. ",https://drive.google.com/open?id=1OVOmgO959xl5ZmI8Axet3WhTiIXQVt21,"4505 Market St, Oakland, CA, 94608","This is the view from the store when you look to the right. The tax service looks like a cleaned up establishment and it seems like there are many people there, since the parking for it was full. The street is a bit cracked and could use some repair, and the house right next to it has peeling paint. ",https://drive.google.com/open?id=16Njf1pvBzERM2T5pM5_Rhy25NQwCJ5Iu,"4505 Market St, Oakland, CA, 94608","This is the image of the front of the supermarket. The signs are a bit run down, but the establishment itself is clean, and there is hardly any trash on the street or sidewalk in front of it. I was surprised considering its side had been graffitied. ",https://drive.google.com/open?id=1fkdnQ1qUqmshjCbXAOaFTbZaZ4f1PZKK,"This is the street in front of the supermarket. The street is well-kept and seems to have barely been repaired. The laundromat in front of it has bars on the window and so do the houses next to it. The paint is peeling on most of the establishments to the front, but none are run down to the point where they need to be reconstructed. ","4505 Market St, Oakland, CA, 94608",https://drive.google.com/open?id=1d5-YFsMlbr_fdX9ToV3rKYy5sToNy1xY,"4505 Market St, Oakland, CA, 94608","This is a picture of the street, and as can be seen there is no trash except for the pen that is on the floor. It needs to be painted again, but other than that it seems to be in good condition. "
11/1/2019 16:29:56,4006,1,2,1,2,0,2,2,Yes,2,No,N/A,3,No,No,No,https://drive.google.com/open?id=1VKwIxTVC1p5OO-AECULArXVEjhyEeVje,"601 56Th Street, Oakland, CA, 94609",this photo on my block stuck out to me because it showed a residential home that was on a clean street and had their trash aligned perfectly and neatly to be picked up. ,https://drive.google.com/open?id=1TgDVuayMPLvbAJu2rILyHVFMBxzUpv1o,"624 56th Street, Oakland, CA, 94609",One of the handful of more luxurious vehicles able to be seen on the block. ,https://drive.google.com/open?id=1e_pXrLQ5pHZnkTPUuhi0JV_fVdWVqHlE,"652 56th Street, Oakland, CA, 94609","A basketball hoop that gave me the assumption that children were present on the block, aside from the 3 I saw with parental supervision. ",,,,,,
11/1/2019 16:33:01,4224,1,2,1,2,0,3,2,Yes,3,No,N/A,2,No,No,Yes,https://drive.google.com/open?id=1qc7tB8ADdT9i6IYxo4tIVpiEWlPxdq9c,"1728 Walnut St, Berkeley CA, 94709",Multiple Apartments in close alignment on the block face,https://drive.google.com/open?id=1Da2d65LsKKixi_bXDGHdyr-pedz8yL0Y,"1723 Walnut St, Berkeley CA, 94709",Loose material sparsely literred on the street,https://drive.google.com/open?id=12V9S2j2onTNhkADyG2Bg2QgFlILMjbd_,"1723 Walnut St, Berkeley CA, 94709",UC Berkeley Student Garden must serve as some community center,https://drive.google.com/open?id=1YD7Pu6sJGb87_cMH6pNO0YRluRgRG9KD,A full look at the student garden shows a vast amount of land,"1723 Walnut St, Berkeley CA, 94709",https://drive.google.com/open?id=1jQ6M52zinKcf5nLway61hXprLQOF5fvF," 1805 Walnut St, Berkeley CA, 94709",University of California College of Natural Resources Insectary and Quarantine Facility
11/1/2019 17:00:16,4203,1,2,1,1,0,1,1,No,2,No,"Auto repair/auto body shop, Banks or credit unions, Bars and alcoholic beverage services, Eating places/restaurants, Fast food or take-out places, Liquor stores or Marijuana Dispensaries",1,Yes,No,No,https://drive.google.com/open?id=1xlYE94KV9dGCOH_uOaxwExRuefbkxmhL,"1040 Castro St, Albany, CA, 94706","Although the area is almost entirely residential, there were not many people outside but here we can see Albany Hill high serves the community with hiking and biking trails. ",https://drive.google.com/open?id=1ch9nieTu6L_xuft_12hV0GQKPFDygpmq,"1051 Castro St, Albany, CA, 94706","This local sign demonstrates that there is a value placed on art, and perhaps education, in the community. The flyer states there will be a mural painted in the community in order to help dismantle ethnic and racial stereotypes. ",https://drive.google.com/open?id=1wEncUt02txNv-Rmaciw6T1YbL7m8AcJC,"1000 Washington Ave, Albany, CA, 94706","Because there must be a lot of college grads in the area, I believe this flyer was specifically targeted at the adults 20s-30s in the community. ",https://drive.google.com/open?id=1lErIpXqNuVMx3w8VG6nkPv4CXFvdJ11l,This local mini mart establishment also holds a small clothes store and a beauty salon/ barber shop that might be convenient for residents of the neighborhood. ,,,,
11/1/2019 17:59:17,4005,1,1,1,3,0,3,3,Yes,3,No,Eating places/restaurants,3,Yes,No,No,https://drive.google.com/open?id=1Zf_AxdvkYXH9p_3YWp3NzxuRvzwVIP4W,"641 65Th St, Oakland, CA, 94609","Complex in which Nomad Coffee is located. Modern, newly renovated, and distinctive from other buildings in this area. ",https://drive.google.com/open?id=1p3XufRD6_hwxTpM24QkAMVwwmuWzBtwr,"641 65Th St, Oakland, CA, 94609",Abandoned lot with graffiti over fencing surrounding the lot. ,https://drive.google.com/open?id=1yfjOkahRnuq0ZDWxY9U08BKpQtokdCKJ,"6609 Shattuck Ave, Oakland, CA, 94609",Colorful mural along sidewalk of 66th St.,https://drive.google.com/open?id=1PuhlEcOkSCHVhX9r-MFhTHyUKvny6aaG,Abandoned couch on the sidewalk towards intersection of Shattuck Ave and Alcatraz Ave.,"405 Shattuck Ave, Oakland, CA, 94609",https://drive.google.com/open?id=1Un10h2r7fq5dJJbYKHfZ6vqSD0oqKMeX,"6609 Shattuck Ave, Oakland, CA, 94609","“Not a Through Street” sign covered in graffiti and “Raiders Nation, Oakland CA” stickers."
11/1/2019 22:12:07,4005,1,3,1,3,0,4,3,No,3,No,"Playgrounds, Schools or daycare centers",2,No,No,No,https://drive.google.com/open?id=1YPc5eRY9icDATX6wybCmVnEcwPqHLrtv,"581 61 Street, Berkeley, CA, 94609  ","A very long building, it takes up about 1/3 of the block. It was around 4pm so classes must have already ended. There were about 10 kids in their halloween costumes hanging out by the entrance. You can see into their classrooms from the sidewalk and it seemed like there was still some classes going on. I did not see any adults supervising the kids that were playing outside. ",https://drive.google.com/open?id=1AlKgT5PcQUGHfU8UcIXMD1os7DfHZL4s,"581 61 Street, Berkeley, CA, 94609  ",There was litter of this kind throughout the entirety of the block. Most of it was by the curb but there was also some on the sidewalks. ,https://drive.google.com/open?id=1y6sf8OFU1nvUbqXKjFMZAJt-o0Szdloc,"581 61 Street, Berkeley, CA, 94609  ",The school parking lot was well paved and the fences looked recently built. The school had a big recreational area and their playgrounds looked well kept. There was some organized soccer practice going in the field when I was there. I saw around 3 cars in the lot with people loitering. They were playing their music loud and smoking in their cars. ,https://drive.google.com/open?id=10aP2nJY8_Gjn9r7KX37fs_-nVTHOTRmS,This was one of many tobacco related products that were found on the floor. ,"581 61st Street, Berkeley, CA, 94609  ",https://drive.google.com/open?id=1eWBJRgTY9Dd_jF8nDIQODXaidnR_kKpW,"581 61 Street, Berkeley, CA, 94609  ",This alternative center was at the end of the block. It is for troubled students who are underperforming or have been involved in fights. Its close proximity to the regular school could cause some issues. 
